period,dataset_role,total_tr_units,total_tr_usd,total_renewed_units,total_renewed_usd,is_current_month,flag_time_series,region,product,channel,dormant,softcancel,no_instalado,autorenew,discount,newcust
2024-08,train,338,10140.0,307.0,9499.72184369409,0,0,NA,A,web,0,0,0,0,d0,0
2024-08,train,301,9030.0,138.0,4340.030958255859,0,0,NA,B,web,0,0,0,0,d0,0
2024-09,train,329,9870.0,297.0,9576.217341963016,0,0,NA,A,web,0,0,0,0,d0,0
2024-09,train,310,9300.0,172.0,5473.052933947571,0,0,NA,B,web,0,0,0,0,d0,0
2024-10,train,320,9600.0,288.0,8977.222099675953,0,0,NA,A,web,0,0,0,0,d0,0
2024-10,train,319,9570.0,152.0,4757.487150716516,0,0,NA,B,web,0,0,0,0,d0,0
2024-11,train,312,9360.0,286.0,8943.644574852653,0,0,NA,A,web,0,0,0,0,d0,0
2024-11,train,328,9840.0,149.0,4705.279989142755,0,0,NA,B,web,0,0,0,0,d0,0
2024-12,train,303,9090.0,274.0,8623.71360993226,0,0,NA,A,web,0,0,0,0,d0,0
2024-12,train,336,10080.0,170.0,5229.158119468911,0,0,NA,B,web,0,0,0,0,d0,0
2025-01,train,294,8820.0,270.0,8451.755971162256,0,0,NA,A,web,0,0,0,0,d0,0
2025-01,train,345,10350.0,158.0,4935.8518503851365,0,0,NA,B,web,0,0,0,0,d0,0
2025-02,train,285,8550.0,263.0,8013.250270905068,0,0,NA,A,web,0,0,0,0,d0,0
2025-02,train,354,10620.0,163.0,5103.444530478548,0,0,NA,B,web,0,0,0,0,d0,0
2025-03,train,276,8280.0,248.0,7717.9397352830465,0,0,NA,A,web,0,0,0,0,d0,0
2025-03,train,363,10890.0,173.0,5310.2445923045125,0,0,NA,B,web,0,0,0,0,d0,0
2025-04,train,268,8040.0,239.0,7544.474654302566,0,0,NA,A,web,0,0,0,0,d0,0
2025-04,train,372,11160.0,199.0,6042.369910064677,0,0,NA,B,web,0,0,0,0,d0,0
2025-05,train,259,7770.0,222.0,6593.108656032505,0,0,NA,A,web,0,0,0,0,d0,0
2025-05,train,380,11400.0,191.0,5889.352314762718,0,0,NA,B,web,0,0,0,0,d0,0
2025-06,train,250,7500.0,229.0,7001.934500638466,0,0,NA,A,web,0,0,0,0,d0,0
2025-06,train,389,11670.0,195.0,6241.427444142928,0,0,NA,B,web,0,0,0,0,d0,0
2025-07,train,241,7230.0,223.0,6985.13625419394,0,0,NA,A,web,0,0,0,0,d0,0
2025-07,train,398,11940.0,191.0,5894.006866581151,0,0,NA,B,web,0,0,0,0,d0,0
2025-08,train,232,6960.0,205.0,6280.968567104669,0,0,NA,A,web,0,0,0,0,d0,0
2025-08,train,407,12210.0,222.0,7163.5701217973165,0,0,NA,B,web,0,0,0,0,d0,0
2025-09,train,224,6720.0,206.0,6431.201460897385,0,0,NA,A,web,0,0,0,0,d0,0
2025-09,train,416,12480.0,243.0,7642.58461760829,0,0,NA,B,web,0,0,0,0,d0,0
2025-10,train,215,6450.0,199.0,6334.649709631883,0,0,NA,A,web,0,0,0,0,d0,0
2025-10,train,424,12720.0,194.0,6168.071877864475,0,0,NA,B,web,0,0,0,0,d0,0
2025-11,test,206,6180.0,182.0,5566.016059309751,0,0,NA,A,web,0,0,0,0,d0,0
2025-11,test,433,12990.0,202.0,6051.027219508716,0,0,NA,B,web,0,0,0,0,d0,0
2025-12,test,197,5910.0,180.0,5490.1124743761175,0,0,NA,A,web,0,0,0,0,d0,0
2025-12,test,442,13260.0,237.0,7231.024170243749,0,0,NA,B,web,0,0,0,0,d0,0
2026-01,test,188,5640.0,165.0,5255.603045448878,0,0,NA,A,web,0,0,0,0,d0,0
2026-01,test,451,13530.0,219.0,6646.292912884108,0,0,NA,B,web,0,0,0,0,d0,0
2026-02,test,180,5400.0,152.0,4637.95481077757,1,0,NA,A,web,0,0,0,0,d0,0
2026-02,test,459,13770.0,223.0,6938.44482784357,1,0,NA,B,web,0,0,0,0,d0,0
2026-03,projection,171,5130.0,,,0,0,NA,A,web,0,0,0,0,d0,0
2026-03,projection,468,14040.0,,,0,0,NA,B,web,0,0,0,0,d0,0
2026-04,projection,162,4860.0,,,0,0,NA,A,web,0,0,0,0,d0,0
2026-04,projection,477,14310.0,,,0,0,NA,B,web,0,0,0,0,d0,0
2026-05,projection,160,4800.0,,,0,0,NA,A,web,0,0,0,0,d0,0
2026-05,projection,480,14400.0,,,0,0,NA,B,web,0,0,0,0,d0,0
2026-06,projection,160,4800.0,,,0,0,NA,A,web,0,0,0,0,d0,0
2026-06,projection,480,14400.0,,,0,0,NA,B,web,0,0,0,0,d0,0
2024-01,train,15,450.0,4.0,123.69124499283728,0,0,EU,A,web,1,0,0,0,d0,0
2024-02,train,15,450.0,8.0,249.08192459226433,0,0,EU,A,web,1,0,0,0,d0,0
2024-03,train,15,450.0,5.0,154.00609274458884,0,0,EU,A,web,1,0,0,0,d0,0
2024-04,train,15,450.0,8.0,240.6782680113778,0,0,EU,A,web,1,0,0,0,d0,0
2024-05,train,15,450.0,8.0,241.3856758048768,0,0,EU,A,web,1,0,0,0,d0,0
2024-06,train,15,450.0,7.0,215.92336326570882,0,0,EU,A,web,1,0,0,0,d0,0
2024-07,train,15,450.0,7.0,213.60706177759383,0,0,EU,A,web,1,0,0,0,d0,0
2024-08,train,15,450.0,7.0,216.13829905455933,0,0,EU,A,web,1,0,0,0,d0,0
2024-09,train,15,450.0,7.0,212.06789859095147,0,0,EU,A,web,1,0,0,0,d0,0
2024-10,train,15,450.0,8.0,250.96477594449254,0,0,EU,A,web,1,0,0,0,d0,0
2024-11,train,15,450.0,5.0,154.41119615028748,0,0,EU,A,web,1,0,0,0,d0,0
2024-12,train,15,450.0,11.0,336.76088893839574,0,0,EU,A,web,1,0,0,0,d0,0
2025-01,train,15,450.0,11.0,337.1739750205651,0,0,EU,A,web,1,0,0,0,d0,0
2025-02,train,15,450.0,7.0,208.84933148167454,0,0,EU,A,web,1,0,0,0,d0,0
2025-03,train,15,450.0,6.0,187.40111584316878,0,0,EU,A,web,1,0,0,0,d0,0
2025-04,train,15,450.0,3.0,93.83618946771396,0,0,EU,A,web,1,0,0,0,d0,0
2025-05,train,15,450.0,5.0,152.09344129451466,0,0,EU,A,web,1,0,0,0,d0,0
2025-06,train,15,450.0,4.0,126.3821929273145,0,0,EU,A,web,1,0,0,0,d0,0
2025-07,train,15,450.0,5.0,152.69548786914578,0,0,EU,A,web,1,0,0,0,d0,0
2025-08,train,15,450.0,5.0,156.80144589689885,0,0,EU,A,web,1,0,0,0,d0,0
2025-09,train,15,450.0,7.0,217.6701383677197,0,0,EU,A,web,1,0,0,0,d0,0
2025-10,train,15,450.0,3.0,89.56562564771194,0,0,EU,A,web,1,0,0,0,d0,0
2025-11,test,15,450.0,4.0,123.86289112496458,0,0,EU,A,web,1,0,0,0,d0,0
2025-12,test,15,450.0,5.0,156.93875091490796,0,0,EU,A,web,1,0,0,0,d0,0
2026-01,test,15,450.0,6.0,192.94639139396264,0,0,EU,A,web,1,0,0,0,d0,0
2026-02,test,15,450.0,8.0,247.93914330435715,1,0,EU,A,web,1,0,0,0,d0,0
2026-03,projection,15,450.0,,,0,0,EU,A,web,1,0,0,0,d0,0
2026-04,projection,15,450.0,,,0,0,EU,A,web,1,0,0,0,d0,0
2026-05,projection,15,450.0,,,0,0,EU,A,web,1,0,0,0,d0,0
2026-06,projection,15,450.0,,,0,0,EU,A,web,1,0,0,0,d0,0
2024-01,train,12,360.0,2.0,61.66667717045514,0,0,EU,A,web,0,1,0,0,d0,0
2024-02,train,12,360.0,7.0,214.46322279602478,0,0,EU,A,web,0,1,0,0,d0,0
2024-03,train,12,360.0,4.0,123.88913071872308,0,0,EU,A,web,0,1,0,0,d0,0
2024-04,train,12,360.0,2.0,61.77466369797187,0,0,EU,A,web,0,1,0,0,d0,0
2024-05,train,12,360.0,6.0,184.5320697044106,0,0,EU,A,web,0,1,0,0,d0,0
2024-06,train,12,360.0,3.0,93.02874900751469,0,0,EU,A,web,0,1,0,0,d0,0
2024-07,train,12,360.0,7.0,226.01384980389543,0,0,EU,A,web,0,1,0,0,d0,0
2024-08,train,12,360.0,4.0,125.3764779089775,0,0,EU,A,web,0,1,0,0,d0,0
2024-09,train,12,360.0,1.0,31.8286542365627,0,0,EU,A,web,0,1,0,0,d0,0
2024-10,train,12,360.0,5.0,154.3530720145328,0,0,EU,A,web,0,1,0,0,d0,0
2024-11,train,12,360.0,7.0,213.47477762299002,0,0,EU,A,web,0,1,0,0,d0,0
2024-12,train,12,360.0,7.0,216.450207431267,0,0,EU,A,web,0,1,0,0,d0,0
2025-01,train,12,360.0,2.0,59.23933931898591,0,0,EU,A,web,0,1,0,0,d0,0
